description|Category|Subcategory|YAML Name|collector|Profiles|path|exclude_file_system|name_pattern|command|supported_os|max_depth|output_file|exclude_nologin_users|file_type|path_pattern|ignore_date_range|max_file_size|exclude_name_pattern|permissions|is_file_list|loop_command|output_directory|stderr_output_file|compress_output_file|exclude_path_pattern
Collect file stat information to create a bodyfile.|bodyfile||bodyfile.yaml|stat|full.yaml, ir_triage.yaml|/|['proc', 'procfs']|||['all']|6.0|bodyfile.txt|||||||||||||
Locally checks for signs of a rootkit.|chkrootkit||chkrootkit.yaml|command|full.yaml, ir_triage.yaml||||"chkrootkit -n -r ""%mount_point%"""|['freebsd', 'linux', 'macos', 'netbsd', 'openbsd', 'solaris']||chkrootkit_-n_-r.txt|||||||||||||
Locally (extended) checks for signs of a rootkit.|chkrootkit||chkrootkit.yaml|command|full.yaml, ir_triage.yaml||||"chkrootkit -n -x -r ""%mount_point%"""|['freebsd', 'linux', 'macos', 'netbsd', 'openbsd', 'solaris']||chkrootkit_-n_-r_-x.txt|||||||||||||
Collect AddressBook databases.|files|applications|addressbook.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/AddressBook"||['AddressBook*.abcddb*']||['macos']|||True||||||||||||
Collect AddressBook Metadata files.|files|applications|addressbook.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/AddressBook/Metadata"||||['macos']|||True||||||||||||
Collect AddressBook Image files.|files|applications|addressbook.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/AddressBook/Images"||||['macos']|||True||||||||||||
Collect AnyDesk configuration, session recordings, screenshot, chat and trace files.|files|applications|anydesk.yaml|file|full.yaml|/%user_home%/.anydesk||||['freebsd', 'linux', 'macos']|||True||||||||||||
Collect AnyDesk session recordings, screenshots and chat log files.|files|applications|anydesk.yaml|file|full.yaml|/%user_home%/*/AnyDesk||||['freebsd', 'linux']|||True||||||||||||
Collect AnyDesk screenshot files.|files|applications|anydesk.yaml|file|full.yaml|/%user_home%/||['anydesk*.png']||['freebsd', 'linux', 'macos']|4.0||True|f|||||||||||
Collect AnyDesk session recording files.|files|applications|anydesk.yaml|file|full.yaml|/%user_home%/||['*.anydesk']||['freebsd', 'linux', 'macos']|4.0||True|f|||||||||||
Collect AnyDesk global configuration and connection trace files.|files|applications|anydesk.yaml|file|full.yaml|/etc/anydesk||||['linux']|||||||||||||||
Collect AnyDesk trace log file.|files|applications|anydesk.yaml|file|full.yaml|/var/log/anydesk.trace||||['linux']|||||||||||||||
Collect Apple Notes database file.|files|applications|apple_notes.yaml|file|full.yaml|"/%user_home%/Library/""Group Containers""/group.com.apple.notes/NoteStore.sqlite*"||||['macos']|||True||||||||||||
Collect Apple Notes Voice Memos database file.|files|applications|apple_notes.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/com.apple.voicememos/Recordings/CloudRecordings.db*"||||['macos']|||True||||||||||||
Collect Aspera Client file lists.|files|applications|aspera_connect.yaml|file|full.yaml|/%user_home%/.aspera/connect/filelists||||['linux', 'macos']|||True||||||||||||
Collect Aspera Client logs.|files|applications|aspera_connect.yaml|file|full.yaml|/%user_home%/.aspera/connect/var/log||||['linux', 'macos']|||True||||||||||||
Collect Aspera Client sqlite database.|files|applications|aspera_connect.yaml|file|full.yaml|/%user_home%/.aspera/connect/var/asperaconnect.data||||['linux', 'macos']|||True||||||||||||
Collect Box Drive configuration and sqlite database files.|files|applications|box_drive.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/Box/Box/data"||||['macos']|||True||||||||||||
Collect Discord cache and leveldb files.|files|applications|discord.yaml|file|full.yaml|/%user_home%/.config/discord||||['linux']|||True||['*/Cache/*', '*/Local Storage/leveldb/*']||||||||||
Collect Discord cache and leveldb files (Flatpak version).|files|applications|discord.yaml|file|full.yaml|/%user_home%/.var/app/com.discordapp.Discord||||['linux']|||True||['*/Cache/*', '*/Local Storage/leveldb/*']||||||||||
Collect Discord cache and leveldb files (Snap version).|files|applications|discord.yaml|file|full.yaml|/%user_home%/snap/discord||||['linux']|||True||['*/Cache/*', '*/Local Storage/leveldb/*']||||||||||
Collect Discord cache files.|files|applications|discord.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/discord/Cache"||||['macos']|||True||||||||||||
Collect Discord leveldb files.|files|applications|discord.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/discord/""Local Storage""/leveldb"||||['macos']|||True||||||||||||
Collect Dropbox Cloud Storage metadata.|files|applications|dropbox.yaml|file|full.yaml|/%user_home%/.dropbox||||['linux', 'macos']|||True|f||True|||||||||
Collect Facebook Messenger calls, groups, user contacted and messages files.|files|applications|facebook_messenger.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/Messenger"||['*.db*']||['macos']|||True||||||||||||
Collect FileZilla XML and sqlite files.|files|applications|filezilla.yaml|file|full.yaml|/%user_home%/.config/filezilla||['*.xml*', '*.sqlite3*']||['linux', 'macos']|||True|||True|||||||||
Collect FileZilla XML and sqlite files (Flatpak version).|files|applications|filezilla.yaml|file|full.yaml|/%user_home%/.var/app/org.filezillaproject.Filezilla||['*.xml*', '*.sqlite3*']||['linux']|||True|||True|||||||||
Collect Google Earth KML files.|files|applications|google_earth.yaml|file|full.yaml|/%user_home%/.googleearth||['*.kml']||['linux']|||True||||||||||||
Collect Google Earth KML files.|files|applications|google_earth.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/""Google Earth"""||['*.kml']||['macos']|||True||||||||||||
Collect iCloud accounts information files.|files|applications|icloud.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/iCloud/Accounts"||||['macos']|||True||||||||||||
Collect iCloud local databases that contain information about files that have been imported from the local computer or synced remotely from the iCloud.|files|applications|icloud.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/CloudDocs/session/db"||['client.db*', 'server.db*']||['macos']|||True||||||||||||
Collect iMessage chat database.|files|applications|imessage.yaml|file|full.yaml|/%user_home%/Library/Messages/chat.db*||||['macos']|||True||||||||||||
Collect iMessage attachments.|files|applications|imessage.yaml|file|full.yaml|/%user_home%/Library/Messages/Attachments||||['macos']|||True||||||||||||
iTunes backup directory.|files|applications|itunes_backup.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/MobileSync/Backup"||||['macos']|||True||||||||||||
Collect LibreOffice Most Recently Used.|files|applications|libreoffice_mru.yaml|file|full.yaml|/%user_home%/.config/libreoffice||['recently-used.xbel', 'registrymodifications.xcu']||['linux']|||True|||True|||||||||
Collect LibreOffice Most Recently Used (Flatpak version).|files|applications|libreoffice_mru.yaml|file|full.yaml|/%user_home%/.var/app/org.libreoffice.LibreOffice||['recently-used.xbel', 'registrymodifications.xcu']||['linux']|||True|||True|||||||||
Collect LibreOffice Most Recently Used (Snap version).|files|applications|libreoffice_mru.yaml|file|full.yaml|/%user_home%/snap/libreoffice||['recently-used.xbel', 'registrymodifications.xcu']||['linux']|||True|||True|||||||||
Collect LibreOffice Most Recently Used.|files|applications|libreoffice_mru.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/LibreOffice"||['recently-used.xbel', 'registrymodifications.xcu']||['macos']|||True|||True|||||||||
Collect Microsoft Office Most Recently Used.|files|applications|microsoft_office_mru.yaml|file|full.yaml|/%user_home%/Library/Preferences/com.microsoft.office.plist||||['macos']|||True|||True|||||||||
Collect Microsoft Office Most Recently Used.|files|applications|microsoft_office_mru.yaml|file|full.yaml|/%user_home%/Library/Containers/com.microsoft.*/Data/Library/Preferences||['com.microsoft.*.securebookmarks.plist']||['macos']|||True|||True|||||||||
Collect Microsoft Teams cache files.|files|applications|microsoft_teams.yaml|file|full.yaml|"/%user_home%/.config/Microsoft/""Microsoft Teams""/Cache"||||['linux']|||True||||||||||||
Collect Microsoft Teams chat log files.|files|applications|microsoft_teams.yaml|file|full.yaml|"/%user_home%/.config/Microsoft/""Microsoft Teams""/IndexedDB"||['*.log']||['linux']|||True||||||||||||
Collect Microsoft Teams leveldb files.|files|applications|microsoft_teams.yaml|file|full.yaml|"/%user_home%/.config/Microsoft/""Microsoft Teams""/""Local Storage""/leveldb"||||['linux']|||True||||||||||||
Collect Microsoft Teams config file.|files|applications|microsoft_teams.yaml|file|full.yaml|"/%user_home%/.config/Microsoft/""Microsoft Teams""/desktop-config.json"||||['linux']|||True||||||||||||
Collect Microsoft Teams logs directory.|files|applications|microsoft_teams.yaml|file|full.yaml|"/%user_home%/.config/Microsoft/""Microsoft Teams""/logs"||||['linux']|||True||||||||||||
Collect Microsoft Teams log file.|files|applications|microsoft_teams.yaml|file|full.yaml|"/%user_home%/.config/Microsoft/""Microsoft Teams""/logs.txt"||||['linux']|||True||||||||||||
Collect Microsoft Teams cache files (Flatpak version).|files|applications|microsoft_teams.yaml|file|full.yaml|/%user_home%/.var/app/com.microsoft.Teams||||['linux']|||True||['*/Cache/*']||||||||||
Collect Microsoft Teams chat log files (Flatpak version).|files|applications|microsoft_teams.yaml|file|full.yaml|/%user_home%/.var/app/com.microsoft.Teams||['*.log']||['linux']|||True||['*/IndexedDB/*']||||||||||
Collect Microsoft Teams leveldb files (Flatpak version).|files|applications|microsoft_teams.yaml|file|full.yaml|/%user_home%/.var/app/com.microsoft.Teams||||['linux']|||True||['*/Local Storage/leveldb/*']||||||||||
Collect Microsoft Teams config file (Flatpak version).|files|applications|microsoft_teams.yaml|file|full.yaml|/%user_home%/.var/app/com.microsoft.Teams||['desktop-config.json']||['linux']|||True||||||||||||
Collect Microsoft Teams logs directory (Flatpak version).|files|applications|microsoft_teams.yaml|file|full.yaml|/%user_home%/.var/app/com.microsoft.Teams||||['linux']|||True||['*/logs/*']||||||||||
Collect Microsoft Teams log file (Flatpak version).|files|applications|microsoft_teams.yaml|file|full.yaml|/%user_home%/.var/app/com.microsoft.Teams||['logs.txt']||['linux']|||True||||||||||||
Collect Microsoft Teams cache files (Snap version).|files|applications|microsoft_teams.yaml|file|full.yaml|/%user_home%/snap/teams||||['linux']|||True||['*/Cache/*']||||||||||
Collect Microsoft Teams chat log files (Snap version).|files|applications|microsoft_teams.yaml|file|full.yaml|/%user_home%/snap/teams||['*.log']||['linux']|||True||['*/IndexedDB/*']||||||||||
Collect Microsoft Teams leveldb files (Snap version).|files|applications|microsoft_teams.yaml|file|full.yaml|/%user_home%/snap/teams||||['linux']|||True||['*/Local Storage/leveldb/*']||||||||||
Collect Microsoft Teams config file (Snap version).|files|applications|microsoft_teams.yaml|file|full.yaml|/%user_home%/snap/teams||['desktop-config.json']||['linux']|||True||||||||||||
Collect Microsoft Teams logs directory (Snap version).|files|applications|microsoft_teams.yaml|file|full.yaml|/%user_home%/snap/teams||||['linux']|||True||['*/logs/*']||||||||||
Collect Microsoft Teams log file (Snap version).|files|applications|microsoft_teams.yaml|file|full.yaml|/%user_home%/snap/teams||['logs.txt']||['linux']|||True||||||||||||
Collect Microsoft Teams cache files.|files|applications|microsoft_teams.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/Microsoft/Teams/Cache"||||['macos']|||True||||||||||||
Collect Microsoft Teams chat log files.|files|applications|microsoft_teams.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/Microsoft/Teams/IndexedDB"||['*.log']||['macos']|||True||||||||||||
Collect Microsoft Teams leveldb files.|files|applications|microsoft_teams.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/Microsoft/Teams/""Local Storage""/leveldb"||||['macos']|||True||||||||||||
Collect Microsoft Teams config file.|files|applications|microsoft_teams.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/Microsoft/Teams/desktop-config.json"||||['macos']|||True||||||||||||
Collect Microsoft Teams logs directory.|files|applications|microsoft_teams.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/Microsoft/Teams/logs"||||['macos']|||True||||||||||||
Collect Microsoft Teams log file.|files|applications|microsoft_teams.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/Microsoft/Teams/logs.txt"||||['macos']|||True||||||||||||
Collect Photos artifacts.|files|applications|photos.yaml|file|full.yaml|/%user_home%/Pictures/Photos Library.photoslibrary||['Photos.sqlite*']||['macos']|||True||||||||||||
Collect QNAP Qsync application configuration and log files.|files|applications|qnap_qsync.yaml|file|full.yaml|/%user_home%/.local/share/QNAP/Qsync||||['linux']|||True||||||||||||
Collect QNAP Qsync application configuration and log files.|files|applications|qnap_qsync.yaml|file|full.yaml|/%user_home%/.Qsync||||['macos']|||True||||||||||||
Collect Signal cache files.|files|applications|signal.yaml|file|full.yaml|/%user_home%/.config/Signal/Cache||||['linux']|||True||||||||||||
Collect Signal attachments cache files.|files|applications|signal.yaml|file|full.yaml|/%user_home%/.config/Signal/attachments.noindex||||['linux']|||True||||||||||||
Collect Signal log files.|files|applications|signal.yaml|file|full.yaml|/%user_home%/.config/Signal/logs||||['linux']|||True||||||||||||
Collect Signal config.json file.|files|applications|signal.yaml|file|full.yaml|/%user_home%/.config/Signal/config.json||||['linux']|||True|||True|||||||||
Collect Signal database files.|files|applications|signal.yaml|file|full.yaml|/%user_home%/.config/Signal/sql/db.sqlite*||||['linux']|||True||||||||||||
Collect Signal cache files (Flatpak version).|files|applications|signal.yaml|file|full.yaml|/%user_home%/.var/app/org.signal.Signal||||['linux']|||True||['*/Cache/*']||||||||||
Collect Signal attachments cache files (Flatpak version).|files|applications|signal.yaml|file|full.yaml|/%user_home%/.var/app/org.signal.Signal||||['linux']|||True||['*/attachments.noindex/*']||||||||||
Collect Signal log files (Flatpak version).|files|applications|signal.yaml|file|full.yaml|/%user_home%/.var/app/org.signal.Signal||||['linux']|||True||['*/logs/*']||||||||||
Collect Signal config.json file (Flatpak version).|files|applications|signal.yaml|file|full.yaml|/%user_home%/.var/app/org.signal.Signal||['config.json']||['linux']|||True|||True|||||||||
Collect Signal database files (Flatpak version).|files|applications|signal.yaml|file|full.yaml|/%user_home%/.var/app/org.signal.Signal||['db.sqlite*']||['linux']|||True||||||||||||
Collect Signal cache files (Snap version).|files|applications|signal.yaml|file|full.yaml|/%user_home%/snap/signal-desktop||||['linux']|||True||['*/Cache/*']||||||||||
Collect Signal attachments cache files (Snap version).|files|applications|signal.yaml|file|full.yaml|/%user_home%/snap/signal-desktop||||['linux']|||True||['*/attachments.noindex/*']||||||||||
Collect Signal log files (Snap version).|files|applications|signal.yaml|file|full.yaml|/%user_home%/snap/signal-desktop||||['linux']|||True||['*/logs/*']||||||||||
Collect Signal config.json file (Snap version).|files|applications|signal.yaml|file|full.yaml|/%user_home%/snap/signal-desktop||['config.json']||['linux']|||True|||True|||||||||
Collect Signal database files (Snap version).|files|applications|signal.yaml|file|full.yaml|/%user_home%/snap/signal-desktop||['db.sqlite*']||['linux']|||True||||||||||||
Collect Signal cache files.|files|applications|signal.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/Signal/Cache"||||['macos']|||True||||||||||||
Collect Signal attachments cache files.|files|applications|signal.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/Signal/attachments.noindex"||||['macos']|||True||||||||||||
Collect Signal log files.|files|applications|signal.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/Signal/logs"||||['macos']|||True||||||||||||
Collect Signal config.json file.|files|applications|signal.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/Signal/config.json"||||['macos']|||True|||True|||||||||
Collect Signal database files.|files|applications|signal.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/Signal/sql/db.sqlite*"||||['macos']|||True||||||||||||
Collect Skype database files.|files|applications|skype.yaml|file|full.yaml|/%user_home%/.config/skypeforlinux||['*.db*']||['linux']|||True||||||||||||
Collect Skype cache and leveldb files.|files|applications|skype.yaml|file|full.yaml|/%user_home%/.config/skypeforlinux||||['linux']|||True||['*/Cache/*', '*/Local Storage/leveldb/*']||||||||||
Collect Skype database files (Flatpak version).|files|applications|skype.yaml|file|full.yaml|/%user_home%/.var/app/com.skype.Client||['*.db*']||['linux']|||True||||||||||||
Collect Skype cache and leveldb files (Flatpak version).|files|applications|skype.yaml|file|full.yaml|/%user_home%/.var/app/com.skype.Client||||['linux']|||True||['*/Cache/*', '*/Local Storage/leveldb/*']||||||||||
Collect Skype database files (Snap version).|files|applications|skype.yaml|file|full.yaml|/%user_home%/snap/skype||['*.db*']||['linux']|||True||||||||||||
Collect Skype cache and leveldb files (Snap version).|files|applications|skype.yaml|file|full.yaml|/%user_home%/snap/skype||||['linux']|||True||['*/Cache/*', '*/Local Storage/leveldb/*']||||||||||
Collect Skype database files.|files|applications|skype.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/Microsoft/""Skype for Desktop"""||['*.db*']||['macos']|||True||||||||||||
Collect Skype cache and leveldb files.|files|applications|skype.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/Microsoft/""Skype for Desktop"""||||['macos']|||True||['*/Cache/*', '*/Local Storage/leveldb/*']||||||||||
Collect Slack cache files.|files|applications|slack.yaml|file|full.yaml|/%user_home%/.config/Slack/Cache||||['linux']|||True||||||||||||
Collect Slack chat log files.|files|applications|slack.yaml|file|full.yaml|/%user_home%/.config/Slack/IndexedDB||['*.log']||['linux']|||True||||||||||||
Collect Slack leveldb files.|files|applications|slack.yaml|file|full.yaml|"/%user_home%/.config/Slack/""Local Storage""/leveldb"||||['linux']|||True||||||||||||
Collect Slack log files.|files|applications|slack.yaml|file|full.yaml|/%user_home%/.config/Slack/logs||||['linux']|||True||||||||||||
Collect Slack storage files.|files|applications|slack.yaml|file|full.yaml|/%user_home%/.config/Slack/storage||||['linux']|||True||||||||||||
Collect Slack cache files (Flatpak version).|files|applications|slack.yaml|file|full.yaml|/%user_home%/.var/app/com.slack.Slack||||['linux']|||True||['*/Cache/*']||||||||||
Collect Slack chat log files (Flatpak version).|files|applications|slack.yaml|file|full.yaml|/%user_home%/.var/app/com.slack.Slack||['*.log']||['linux']|||True||['*/IndexedDB/*']||||||||||
Collect Slack leveldb files (Flatpak version).|files|applications|slack.yaml|file|full.yaml|/%user_home%/.var/app/com.slack.Slack||||['linux']|||True||['*/Local Storage/leveldb/*']||||||||||
Collect Slack log files (Flatpak version).|files|applications|slack.yaml|file|full.yaml|/%user_home%/.var/app/com.slack.Slack||||['linux']|||True||['*/logs/*']||||||||||
Collect Slack storage files (Flatpak version).|files|applications|slack.yaml|file|full.yaml|/%user_home%/.var/app/com.slack.Slack||||['linux']|||True||['*/storage/*']||||||||||
Collect Slack cache files (Snap version).|files|applications|slack.yaml|file|full.yaml|/%user_home%/snap/slack||||['linux']|||True||['*/Cache/*']||||||||||
Collect Slack chat log files (Snap version).|files|applications|slack.yaml|file|full.yaml|/%user_home%/snap/slack||['*.log']||['linux']|||True||['*/IndexedDB/*']||||||||||
Collect Slack leveldb files (Snap version).|files|applications|slack.yaml|file|full.yaml|/%user_home%/snap/slack||||['linux']|||True||['*/Local Storage/leveldb/*']||||||||||
Collect Slack log files (Snap version).|files|applications|slack.yaml|file|full.yaml|/%user_home%/snap/slack||||['linux']|||True||['*/logs/*']||||||||||
Collect Slack storage files (Snap version).|files|applications|slack.yaml|file|full.yaml|/%user_home%/snap/slack||||['linux']|||True||['*/storage/*']||||||||||
Collect Slack cache files.|files|applications|slack.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/Slack/Cache"||||['macos']|||True||||||||||||
Collect Slack chat log files.|files|applications|slack.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/Slack/IndexedDB"||['*.log']||['macos']|||True||||||||||||
Collect Slack leveldb files.|files|applications|slack.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/Slack/""Local Storage""/leveldb"||||['macos']|||True||||||||||||
Collect Slack log files.|files|applications|slack.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/Slack/logs"||||['macos']|||True||||||||||||
Collect Slack storage files.|files|applications|slack.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/Slack/storage"||||['macos']|||True||||||||||||
Collect information about the searches that a user performed in the Spotlight application.|files|applications|spotlight_shortcuts.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/com.apple.spotlight/com.apple.spotlight.Shortcuts.v3"||||['macos']|||True|||True|||||||||
Collect Synology Drive application database and data files.|files|applications|synology_drive.yaml|file|full.yaml|/%user_home%/.SynologyDrive/data||||['linux']|||True||||||||||||
Collect Synology Drive application log files.|files|applications|synology_drive.yaml|file|full.yaml|/%user_home%/.SynologyDrive/log||||['linux']|||True||||||||||||
Collect Synology Drive application database and data files.|files|applications|synology_drive.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/SynologyDrive/data"||||['macos']|||True||||||||||||
Collect Synology Drive application log files.|files|applications|synology_drive.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/SynologyDrive/log"||||['macos']|||True||||||||||||
Collect Telegram log file.|files|applications|telegram.yaml|file|full.yaml|/%user_home%/.local/share/TelegramDesktop/log.txt||||['linux']|||True||||||||||||
Collect Telegram log file (Flatpak version).|files|applications|telegram.yaml|file|full.yaml|/%user_home%/.var/app/org.telegram.desktop||['log.txt']||['linux']|||True||||||||||||
Collect Telegram log file (Snap version).|files|applications|telegram.yaml|file|full.yaml|/%user_home%/snap/telegram-desktop||['log.txt']||['linux']|||True||||||||||||
Collect Telegram log file.|files|applications|telegram.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/""Telegram Desktop""/log.txt"||||['macos']|||True||||||||||||
Collect Thunderbird configuration and preference files.|files|applications|thunderbird.yaml|file|full.yaml|/%user_home%/.thunderbird||['*.ini', 'InstallTime*', 'logins.json', 'prefs.js']||['linux']|||True|||True|||||||||
Collect Thunderbird sqlite database files.|files|applications|thunderbird.yaml|file|full.yaml|/%user_home%/.thunderbird||['abook.sqlite*', 'global-messages-db.sqlite*', 'places.sqlite*']||['linux']|||True||||||||||||
Collect Thunderbird Attachments, ImapMail, and Mail files.|files|applications|thunderbird.yaml|file|full.yaml|/%user_home%/.thunderbird||||['linux']|||True||['*/Attachments/*', '*/ImapMail/*', '*/Mail/*']||||||||||
Collect Thunderbird configuration and preference files (Flatpak version).|files|applications|thunderbird.yaml|file|full.yaml|/%user_home%/.var/app/org.mozilla.Thunderbird||['*.ini', 'InstallTime*', 'logins.json', 'prefs.js']||['linux']|||True|||True|||||||||
Collect Thunderbird sqlite database files (Flatpak version).|files|applications|thunderbird.yaml|file|full.yaml|/%user_home%/.var/app/org.mozilla.Thunderbird||['abook.sqlite*', 'global-messages-db.sqlite*', 'places.sqlite*']||['linux']|||True||||||||||||
Collect Thunderbird Attachments, ImapMail, and Mail files (Flatpak version).|files|applications|thunderbird.yaml|file|full.yaml|/%user_home%/.var/app/org.mozilla.Thunderbird||||['linux']|||True||['*/Attachments/*', '*/ImapMail/*', '*/Mail/*']||||||||||
Collect Thunderbird configuration and preference files (Snap version).|files|applications|thunderbird.yaml|file|full.yaml|/%user_home%/snap/thunderbird||['*.ini', 'InstallTime*', 'logins.json', 'prefs.js']||['linux']|||True|||True|||||||||
Collect Thunderbird sqlite database files (Snap version).|files|applications|thunderbird.yaml|file|full.yaml|/%user_home%/snap/thunderbird||['abook.sqlite*', 'global-messages-db.sqlite*', 'places.sqlite*']||['linux']|||True||||||||||||
Collect Thunderbird Attachments, ImapMail, and Mail files (Snap version).|files|applications|thunderbird.yaml|file|full.yaml|/%user_home%/snap/thunderbird||||['linux']|||True||['*/Attachments/*', '*/ImapMail/*', '*/Mail/*']||||||||||
Collect Thunderbird configuration and preference files.|files|applications|thunderbird.yaml|file|full.yaml|/%user_home%/Library/Thunderbird||['*.ini', 'InstallTime*', 'logins.json', 'prefs.js']||['macos']|||True|||True|||||||||
Collect Thunderbird sqlite database files.|files|applications|thunderbird.yaml|file|full.yaml|/%user_home%/Library/Thunderbird||['abook.sqlite*', 'global-messages-db.sqlite*', 'places.sqlite*']||['macos']|||True||||||||||||
Collect Thunderbird Attachments, ImapMail, and Mail files.|files|applications|thunderbird.yaml|file|full.yaml|/%user_home%/Library/Thunderbird||||['macos']|||True||['*/Attachments/*', '*/ImapMail/*', '*/Mail/*']||||||||||
Collect Viber database files.|files|applications|viber.yaml|file|full.yaml|/%user_home%/.ViberPC||['config.db*', 'viber.db*']||['linux']|||True||||||||||||
Collect Viber avatar files.|files|applications|viber.yaml|file|full.yaml|/%user_home%/.ViberPC||||['linux']|||True||['*/Avatars/*']|True|||||||||
Collect Viber thumbnails files.|files|applications|viber.yaml|file|full.yaml|/%user_home%/.ViberPC||||['linux']|||True||['*/Thumbnails/*']|True|||||||||
Collect Viber database files (Flatpak version).|files|applications|viber.yaml|file|full.yaml|/%user_home%/.var/app/com.viber.Viber||['config.db*', 'viber.db*']||['linux']|||True||||||||||||
Collect Viber avatar files (Flatpak version).|files|applications|viber.yaml|file|full.yaml|/%user_home%/.var/app/com.viber.Viber||||['linux']|||True||['*/Avatars/*']|True|||||||||
Collect Viber thumbnails files (Flatpak version).|files|applications|viber.yaml|file|full.yaml|/%user_home%/.var/app/com.viber.Viber||||['linux']|||True||['*/Thumbnails/*']|True|||||||||
Collect Viber database files (Snap unofficial version).|files|applications|viber.yaml|file|full.yaml|/%user_home%/snap/viber-unofficial||['config.db*', 'viber.db*']||['linux']|||True||||||||||||
Collect Viber avatar files (Snap unofficial version).|files|applications|viber.yaml|file|full.yaml|/%user_home%/snap/viber-unofficial||||['linux']|||True||['*/Avatars/*']|True|||||||||
Collect Viber thumbnails files (Snap unofficial version).|files|applications|viber.yaml|file|full.yaml|/%user_home%/snap/viber-unofficial||||['linux']|||True||['*/Thumbnails/*']|True|||||||||
Collect Viber database files.|files|applications|viber.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/ViberPC"||['config.db*', 'viber.db*']||['macos']|||True||||||||||||
Collect Viber avatar files.|files|applications|viber.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/ViberPC"||||['macos']|||True||['*/Avatars/*']|True|||||||||
Collect Viber thumbnails files.|files|applications|viber.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/ViberPC"||||['macos']|||True||['*/Thumbnails/*']|True|||||||||
Collect vim info file. This file is used to store command line, search string, input-line, marks, substitute patterns history and more.|files|applications|viminfo.yaml|file|full.yaml|/%user_home%/.viminfo||||['aix', 'freebsd', 'linux', 'macos', 'netbsd', 'netscaler', 'openbsd', 'solaris']|||True||||||||||||
Collect VLC configuration file which contains the list of recently opened files.|files|applications|vlc.yaml|file|full.yaml|/%user_home%/.config/vlc/vlc-qt-interface.conf||||['linux']|||True||||||||||||
Collect VLC configuration file which contains the list of recently opened files (Flatpak version).|files|applications|vlc.yaml|file|full.yaml|/%user_home%/.var/app/org.videolan.VLC||['vlc-qt-interface.conf']||['linux']|||True||||||||||||
Collect VLC configuration file which contains the list of recently opened files (Snap version).|files|applications|vlc.yaml|file|full.yaml|/%user_home%/snap/vlc||['vlc-qt-interface.conf']||['linux']|||True||||||||||||
Collect WhatsApp cache files.|files|applications|whatsapp.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/WhatsApp/Cache"||||['macos']|||True||||||||||||
Collect WhatsApp leveldb files.|files|applications|whatsapp.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/WhatsApp/""Local Storage""/leveldb"||||['macos']|||True||||||||||||
Collect WPS Office Most Recently Used.|files|applications|wps_office_mru.yaml|file|full.yaml|/%user_home%/.config/Kingsoft||['Office.conf', 'recently-used.xbel', 'workarea.cfg']||['linux']|||True|||True|||||||||
Collect WPS Office Most Recently Used (Flatpak version).|files|applications|wps_office_mru.yaml|file|full.yaml|/%user_home%/.var/app/com.wps.Office||['Office.conf', 'recently-used.xbel', 'workarea.cfg']||['linux']|||True|||True|||||||||
Collect WPS Office Most Recently Used (Snap version).|files|applications|wps_office_mru.yaml|file|full.yaml|/%user_home%/snap/wps-office||['Office.conf', 'recently-used.xbel', 'workarea.cfg']||['linux']|||True|||True|||||||||
